class,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108
bart,-386.78839111328125,144.58285522460938,28.415468215942383,-10.680315971374512,21.59104347229004,33.829002380371094,-38.43955993652344,34.269309997558594,-59.17936706542969,121.37908935546875,-160.31674194335938,-83.93135833740234,-227.9212188720703,-129.81675720214844,94.35645294189453,-107.71430969238281,-17.109294891357422,-58.86509704589844,26.7176513671875,50.18412780761719,-218.1988067626953,-94.34203338623047,84.42317199707031,13.579612731933594,-95.01699829101562,-42.53036880493164,-52.58086013793945,-173.94752502441406,-62.32826232910156,269.9382019042969,-55.91341781616211,-83.6085433959961,-18.86406898498535,27.738157272338867,-68.78067779541016,23.015104293823242,-57.05192184448242,-93.58650207519531,-12.44886302947998,184.51344299316406,211.06289672851562,16.94110679626465,30.20016098022461,-28.0481014251709,62.79729080200195,-26.033309936523438,5.9028215408325195,-130.0287322998047,149.77418518066406,83.8978271484375,0.0012121511973085296,0.0006184444884227192,9.895111814763506e-05,0.000964773401939442,0.00017316445675836137,0.0005689689293489016,2.4737779536908766e-05,0.0007173956065703543,2.4737779536908766e-05,9.895111814763506e-05,0.00017316445675836137,0.0002721155749059964,9.895111814763506e-05,0.00012368889768454383,0.00012368889768454383,0.00014842667722145261,0.0002226400158321789,0.010167227389669502,0.0032653868988719572,0.00883138729467643,0.00047001781120126657,0.00962299623985751,0.0018305956857312487,0.007718187215515536,0.0006679200474965367,0.004081733623589947,0.006159707104690283,0.010810409657629132,0.0027211557490599645,0.0044033247575697605,0.004428062537106669,0.0077676627745893526,0.002572729071838512,0.01142885414605185,0.001509004551751435,0.025207797348110034,0.001286364535919256,0.011132000791608945,0.0013111023154561646,0.025158321789036216,0.0008905600633287156,0.0007173956065703543,0.0006926578270334455,0.0004947555907381753,0.0005194933702750841,0.0007173956065703543,0.0009400356224025331,0.0005937067088858105,0.0005442311498119928,0.005170195923213932,0.0032406491193350483,0.0063081337819117355,0.0029190579853552345,0.005491787057193746,0.0032406491193350483,0.005788640411636651,0.002449040174153968,0.7783494953492974,0.012715218681971107
bart,-421.5357360839844,19.71229362487793,-94.58952331542969,-30.42962646484375,50.970909118652344,42.2723503112793,12.874022483825684,-60.345951080322266,-104.43359375,46.928279876708984,161.65777587890625,-257.6672058105469,-0.9890168309211731,109.5999526977539,-31.239473342895508,-226.37086486816406,44.484195709228516,-0.8961699604988098,172.08511352539062,196.50436401367188,180.32069396972656,-51.415218353271484,-277.0176696777344,-8.93084716796875,-92.18824005126953,24.459959030151367,80.77057647705078,-51.48518371582031,-50.528106689453125,-249.59490966796875,113.54095458984375,322.1015930175781,164.87037658691406,136.6501922607422,177.09591674804688,-33.36249542236328,10.648370742797852,125.63385772705078,435.0903015136719,194.82904052734375,207.99386596679688,-235.6533966064453,-6.045496940612793,-88.20752716064453,147.43995666503906,80.21605682373047,143.8336639404297,14.314743995666504,-155.30760192871094,200.49595642089844,0.00032741231371368357,0.00040267951226855334,1.1290079783230468e-05,0.0007601987054041848,1.881679963871745e-05,0.0004403131115459883,3.7633599277434894e-06,0.0006435345476441367,2.6343519494204427e-05,0.00016935119674845703,0.00013171759747102212,0.00013171759747102212,0.00013548095739876562,0.00012795423754327864,8.279391841035676e-05,0.00010161071804907422,0.0001731145566762005,0.0073122083396055994,0.00044783983140147523,0.007993376486527171,0.0004967635104621405,0.007022429625169351,0.00037257263284660547,0.008189071202769833,0.0004139695920517838,0.0067778112298660246,0.0040832455216016856,0.005844497967785639,0.006307391238898088,0.00683802498870992,0.0040945356013849165,0.005870841487279843,0.006412765316874906,0.018135631491795874,0.0023332831552009634,0.012674996236640073,0.0026343519494204425,0.018598524762908325,0.0022467258768628633,0.012949721511365347,0.002623061869637212,0.00011290079783230468,0.00013548095739876562,0.00011666415776004817,0.00012795423754327864,8.655727833810025e-05,8.279391841035676e-05,9.032063826584374e-05,0.00011666415776004817,0.0055321390937829295,0.0004741833508956797,0.005125696221586633,0.00023332831552009634,0.005479452054794521,0.00036880927291886193,0.0048886045461387926,0.0002069847960258919,0.8151512870690953,0.007308444979677856
bart,351.77069091796875,-214.72293090820312,470.0394287109375,134.03323364257812,310.912353515625,-168.37820434570312,-12.867491722106934,359.8490905761719,-52.91997528076172,-85.374755859375,219.00001525878906,-185.2654266357422,111.05003356933594,-291.4839172363281,216.2554168701172,36.54648971557617,458.9955139160156,-240.9738006591797,290.1383056640625,-156.7378692626953,287.1195983886719,12.1345853805542,-298.7162170410156,-144.83602905273438,196.36862182617188,419.89801025390625,30.259319305419922,-6.402408599853516,-90.3476333618164,219.0041046142578,-223.70489501953125,-86.5849838256836,-1.3741474151611328,-99.47371673583984,-95.06786346435547,-36.67825698852539,74.091552734375,14.629960060119629,47.564735412597656,-145.9043426513672,-26.75933837890625,-38.51109313964844,-19.848800659179688,-11.132390022277832,127.91971588134766,-88.17394256591797,-25.147703170776367,-2.1169638633728027,89.06375122070312,-31.33172035217285,0.0008759180667790632,0.00029455651803189734,1.5502974633257755e-05,0.0010890839679863573,1.9378718291572197e-05,0.0003061837490068407,1.1627230974943318e-05,0.0009999418638451253,0.0,6.201189853303102e-05,7.363912950797434e-05,0.00010076933511617542,9.689359145786098e-05,0.00013565102804100537,8.91421041412321e-05,0.00012014805340774761,9.301784779954654e-05,0.007348409976164177,0.00036431990388155727,0.008193322093676724,0.0002868050307152685,0.0071701257678817125,0.00033331395461504176,0.008274712710501328,0.0003565684165649284,0.0033873999573668196,0.003856364940022867,0.003678080731740403,0.0041199155087882485,0.0033835242137085055,0.003918376838555898,0.0037982287851481503,0.003957134275139042,0.01101873922058795,0.0007441427823963723,0.009976164176501367,0.0012053562777357906,0.010960603065713235,0.0009107997597038932,0.009960661201868108,0.001023196325795012,9.689359145786098e-05,0.00010076933511617542,5.426041121640215e-05,5.813615487471659e-05,0.0001085208224328043,7.751487316628879e-05,2.3254461949886636e-05,9.301784779954654e-05,0.004538495823886208,0.0024843516849795554,0.00407728232854679,0.0013526345367517393,0.004457105207061605,0.0023952095808383233,0.004034649148305331,0.0014689068465011724,0.8504970641241788,0.01147220122861074
bart,-579.5611572265625,395.57763671875,-469.1102600097656,134.86038208007812,524.3762817382812,214.2822723388672,-76.64637756347656,322.4459533691406,-29.279489517211914,-106.78569030761719,-147.57711791992188,20.045095443725586,-85.5560302734375,104.75171661376953,125.06027221679688,-22.051727294921875,-69.68775939941406,120.68302154541016,-102.81427764892578,-265.3625793457031,227.1856689453125,-29.686582565307617,4.188619613647461,-114.6447982788086,-96.30811309814453,-126.4954833984375,64.6400375366211,-38.52117919921875,-181.60401916503906,8.68034839630127,-221.0636749267578,197.26016235351562,115.38972473144531,-295.4917907714844,224.23410034179688,-152.3015899658203,66.26133728027344,190.8463592529297,-91.17926025390625,-96.90010070800781,-98.5440673828125,39.90015411376953,9.445693969726562,26.56956672668457,52.62968063354492,48.34783172607422,-90.85491180419922,17.775339126586914,90.81604766845703,-90.15873718261719,1.4277283889512859e-05,0.00022367744760236813,4.75909462983762e-06,0.00010945917648626526,4.75909462983762e-06,6.186823018788905e-05,0.0,7.13864194475643e-05,0.0,3.331366240886334e-05,1.903637851935048e-05,3.331366240886334e-05,3.331366240886334e-05,1.903637851935048e-05,2.3795473149188098e-05,2.3795473149188098e-05,4.283185166853858e-05,0.004511621709086064,0.00022843654223220574,0.00425938969370467,0.00025699111001123144,0.004249871504444994,0.0002950638670499324,0.004092821381660353,0.00025699111001123144,0.0022082199082446557,0.003240943442919419,0.0033075707677371457,0.0020464106908301763,0.002265329043802707,0.0031600388342121794,0.003502693647560488,0.0020987607317583903,0.006905446307894386,0.0012230873198682682,0.009108907121509205,0.0010470008185642762,0.006910205402524224,0.0011326645219013535,0.009089870742989854,0.001151700900420704,3.807275703870096e-05,1.903637851935048e-05,2.3795473149188098e-05,2.3795473149188098e-05,3.807275703870096e-05,3.331366240886334e-05,3.807275703870096e-05,2.8554567779025718e-05,0.0025318383430736136,0.00037596847575717196,0.0028316613047533836,3.807275703870096e-05,0.002717443033637281,0.0002950638670499324,0.0026936475604880925,3.331366240886334e-05,0.9087538786621233,0.002217738097504331
bart,-291.41265869140625,48.00535202026367,379.8996887207031,-8.686211585998535,-93.66207885742188,-89.48184204101562,-73.89900207519531,-169.159423828125,64.49948120117188,230.10308837890625,-21.36009979248047,-48.03904724121094,123.89472198486328,376.2996520996094,193.7571563720703,-78.42282104492188,66.56942749023438,56.04037857055664,-128.35061645507812,70.89805603027344,29.24514389038086,-32.403709411621094,-64.39962005615234,-61.33213424682617,49.05000686645508,-34.62628173828125,23.23681640625,35.16793441772461,-50.17879867553711,-101.90376281738281,-3.2194700241088867,-265.9574890136719,-67.99432373046875,300.7510986328125,8.253567695617676,-168.31808471679688,13.913191795349121,-13.733587265014648,53.41535186767578,85.3805923461914,-115.97237396240234,-81.15496063232422,-88.5616455078125,-6.114895820617676,89.32901763916016,-282.17767333984375,1.9207388162612915,181.6207275390625,336.4908447265625,217.30142211914062,0.0018279143374730618,0.00040484008816517477,1.6357175279401e-05,0.0005193403151209818,8.1785876397005e-06,0.0003803043252460733,2.862505673895175e-05,0.0006011261915179868,8.1785876397005e-06,0.00011041093313595675,5.72501134779035e-05,8.1785876397005e-05,7.36072887573045e-05,9.405375785655575e-05,6.951799493745425e-05,6.5428701117604e-05,7.769658257715475e-05,0.006162565786514327,0.00019219680953296174,0.008215391284079152,0.00033123279940787024,0.00606033344101807,0.0002371790415513145,0.007900515659950683,0.00033941138704757077,0.0034636318654131617,0.002322718889674942,0.003169202710383944,0.004420526619258121,0.0033491316384573547,0.002277736657656589,0.0031201311845457406,0.004461419557456623,0.01112287918999268,0.0004948045522018803,0.00817449834588065,0.0009119125218266058,0.011171950715830882,0.0004620902016430783,0.008391230918332713,0.0008914660527273545,0.00011041093313595675,8.99644640367055e-05,6.133940729775375e-05,0.0001063216393161065,6.5428701117604e-05,6.5428701117604e-05,6.951799493745425e-05,8.587517021685525e-05,0.005193403151209817,0.0015743781206423463,0.0039666150052547425,0.002163236430700782,0.005279278321426673,0.0015293958886239934,0.0038848291288577376,0.0020814505543037772,0.8620313158120724,0.009573036832269436
bart,-236.04396057128906,-95.51971435546875,181.91468811035156,-47.76811218261719,-153.39645385742188,-66.99378967285156,-12.183707237243652,-156.62188720703125,-2.7463223934173584,78.89867401123047,-56.37916946411133,-100.5372085571289,-31.468547821044922,31.407352447509766,137.533203125,46.41575241088867,-43.126338958740234,-21.46958351135254,-152.91163635253906,-8.27421760559082,-8.665359497070312,-29.758913040161133,-45.90715789794922,-66.92821502685547,33.19852066040039,-18.648334503173828,101.83606719970703,105.2283706665039,-67.09318542480469,-145.96080017089844,-13.601661682128906,-36.25227355957031,5.207528114318848,-62.8570442199707,21.896093368530273,44.86140441894531,29.532203674316406,-47.29799270629883,40.80369186401367,58.74391555786133,6.906772613525391,-63.67755126953125,114.73967742919922,-198.49896240234375,-87.43317413330078,95.78193664550781,155.7635955810547,-99.29612731933594,-34.36129379272461,-222.79135131835938,0.05224993295789756,0.0030571198712791635,4.290694556181282e-05,0.010619469026548672,2.145347278090641e-05,0.003454009117725932,9.654062751407885e-05,0.011155805846071332,0.00010726736390453205,0.00047197640117994103,0.000525610083132207,0.00035398230088495576,0.00030034861893268975,0.0003861625100563154,0.0002896218825422365,0.0006221507106462859,0.0007723250201126308,0.01409493161705551,0.0007615982837221775,0.008645749530705283,0.0007294180745508179,0.013912577098417806,0.0005685170286940199,0.00749798873692679,0.0007508715473317243,0.00980423706087423,0.007433628318584071,0.006082059533386967,0.0058889782783588095,0.009857870742826494,0.007680343255564494,0.006114239742558327,0.005577902923035666,0.014609814963797265,0.0014802896218825423,0.013569321533923304,0.0007508715473317243,0.01302225797801019,0.0013730222579780103,0.01392330383480826,0.0005685170286940199,0.0006114239742558326,0.0009332260659694288,0.0006543309198176455,0.0004934298739608474,0.0008795923840171628,0.0010834003754357736,0.0006221507106462859,0.0006543309198176455,0.00498793242156074,0.008774470367390722,0.006757843925985519,0.006060606060606061,0.005470635559131134,0.008517028694019844,0.006790024135156878,0.006210780370072406,0.655929203539823,0.03534459640654331
bart,584.2518310546875,522.3866577148438,-149.04641723632812,140.12081909179688,-356.6550598144531,159.61766052246094,-269.7054443359375,108.71735382080078,59.55094909667969,17.990291595458984,-41.85268783569336,-83.40978240966797,-201.72796630859375,-98.35218048095703,122.69624328613281,6.660830020904541,-96.79607391357422,-204.06967163085938,-161.94638061523438,-66.95165252685547,201.517578125,3.544482946395874,-137.51620483398438,115.83428192138672,-32.68117904663086,8.807088851928711,76.9120101928711,46.30961227416992,-75.04024505615234,-153.48072814941406,235.33197021484375,71.61913299560547,-57.06443786621094,142.5824432373047,-81.075927734375,-127.6956787109375,106.2846450805664,-102.736083984375,-62.572486877441406,294.4611511230469,-37.214378356933594,248.0345458984375,-165.1760711669922,268.6594543457031,-27.825407028198242,35.49818420410156,-104.2440185546875,-316.76922607421875,227.58538818359375,-21.194461822509766,0.0005164885042179895,0.0013773026779146384,0.0,0.0007825583397242264,1.5651166794484528e-05,0.0005164885042179895,0.0,0.0005790931713959275,1.5651166794484528e-05,0.00018781400153381435,0.0002191163351227834,0.00028172100230072154,0.0002191163351227834,0.00014086050115036077,0.00014086050115036077,0.0001565116679448453,0.00014086050115036077,0.007403001893791182,0.002081605183666442,0.007762978730064326,0.0015651166794484529,0.006667397054450409,0.0016120701798319065,0.007747327563269841,0.001299046843942216,0.004898815206673657,0.005243140876152317,0.006479583052916595,0.006463931886122111,0.005884838714726183,0.004413629036044637,0.007058676224312522,0.005603117712425461,0.016058097131141126,0.002566791354295463,0.01945440032554427,0.002566791354295463,0.016339818133441847,0.002817210023007215,0.018014492980451692,0.0028798146901851535,7.825583397242264e-05,0.00014086050115036077,0.00020346516832829887,0.00014086050115036077,0.0001095581675613917,4.695350038345359e-05,6.260466717793811e-05,4.695350038345359e-05,0.0042571173680997915,0.00018781400153381435,0.0038971405318266477,0.0001095581675613917,0.004444931369633606,0.0002191163351227834,0.003740628863881802,0.00014086050115036077,0.8082262532671811,0.005775280547164791
bart,-77.921630859375,-369.0519104003906,-225.8677520751953,-120.69178009033203,-390.40252685546875,143.81918334960938,4.982795238494873,-29.30713653564453,-214.4971466064453,66.00167846679688,220.13771057128906,-630.5901489257812,231.69180297851562,126.75759887695312,-394.5948486328125,-231.13706970214844,-505.537109375,-17.507389068603516,13.294363021850586,-600.3990478515625,61.178184509277344,3.100907325744629,-78.11353302001953,-167.64073181152344,166.4268798828125,147.3533935546875,103.2553939819336,-307.27838134765625,-4.004209995269775,70.29228210449219,84.78819274902344,-88.545654296875,-54.768367767333984,49.00487518310547,78.84761047363281,207.64288330078125,38.33344268798828,-4.285391807556152,-160.41485595703125,-33.433753967285156,0.2390662133693695,-23.7864990234375,-4.227255821228027,-47.02330017089844,-11.49891471862793,-53.09690856933594,4.932393550872803,6.774245262145996,50.3169059753418,-33.47406768798828,0.0693889206167904,0.0010589187131163145,0.00015467351989339426,0.012766514372739388,0.0002022653721682848,0.0012016942699409861,0.0003450409289929564,0.01292118789263278,0.0002022653721682848,0.00010708166761850371,0.00021416333523700741,0.00033314296592423375,0.0003093470397867885,0.00039263278126784693,0.0002736531505806206,0.0004045307443365696,0.00035693889206167903,0.005532552826956025,0.0009875309347039786,0.005199409861031791,0.0014515514943841614,0.005473063011612412,0.0013206739006282125,0.006484389872453836,0.000880449267085475,0.0031767561393489436,0.005199409861031791,0.006674757281553398,0.0030815724347991623,0.0028317152103559872,0.004890062821245003,0.007626594327051209,0.004104797258709309,0.010720064724919093,0.0016062250142775557,0.014610698648391396,0.0010351227869788693,0.011660003807348182,0.0013920616790405482,0.016014658290500666,0.0017014087188273368,0.0007376737102608034,0.00035693889206167903,0.0005711022272986865,0.00039263278126784693,0.0004402246335427375,0.0007733675994669712,0.00039263278126784693,0.0005592042642299639,0.004223776889396535,0.0027841233580810964,0.003390919474585951,0.001237388159147154,0.0037240624405101845,0.0026294498381877023,0.0032719398438987245,0.0012611840852845993,0.7170664382257758,0.031898438987245384
bart,237.99972534179688,-123.21694946289062,26.348987579345703,72.5823974609375,-32.93984603881836,-89.28303527832031,-155.17559814453125,-16.037473678588867,-150.49424743652344,128.47079467773438,-86.11429595947266,88.33592987060547,-142.47325134277344,17.017667770385742,-114.45764923095703,102.1378173828125,13.984478950500488,-61.05329895019531,-181.65834045410156,-141.21192932128906,57.71582794189453,-12.525968551635742,-47.940521240234375,-31.012800216674805,-85.3071517944336,52.224857330322266,9.62228775024414,68.90308380126953,-58.054779052734375,-57.5975341796875,-8.80920124053955,15.24446964263916,161.35911560058594,-4.524059772491455,-96.54756164550781,49.9346809387207,-186.77902221679688,-69.05276489257812,3.7510650157928467,6.683227062225342,23.372264862060547,7.431487560272217,55.8170166015625,-105.90654754638672,130.80728149414062,17.82451820373535,-42.72201919555664,-36.68034744262695,-103.76348114013672,32.365478515625,0.00018882337290041282,0.00026177785788466325,1.2874320879573603e-05,0.0005493043575284738,2.5748641759147206e-05,0.00029610938023019284,0.0,0.00039481250697359047,8.582880586382402e-06,9.012024615701522e-05,8.582880586382401e-05,9.012024615701522e-05,9.870312674339762e-05,6.437160439786801e-05,7.724592527744162e-05,0.00010728600732978001,8.153736557063282e-05,0.007977787505042442,0.0002746521787642369,0.00847130313875943,0.00031756658169614885,0.008037867669147119,0.00020598913407317765,0.008484177459639005,0.00023173777583232485,0.003124168533443194,0.0038708791444584632,0.0038322561818197425,0.0035146896001235933,0.0032142887796002095,0.003506106719537211,0.003995330912961008,0.003484649518071255,0.010878801143239695,0.0005063899545965617,0.012226313395301731,0.0006308417230991066,0.011127704680244785,0.0005278471560625177,0.012033198582108127,0.0006995047677901657,7.724592527744162e-05,0.00010299456703658882,9.441168645020641e-05,9.012024615701522e-05,7.724592527744162e-05,9.012024615701522e-05,9.870312674339762e-05,8.582880586382401e-05,0.005184059874174971,0.0021886345495275125,0.0049609049789290285,0.0021070971839568797,0.005119688269777102,0.0024804524894645142,0.004935156337169881,0.002205800310700277,0.8466882955257443,0.009805941069941895
bart,577.9214477539062,132.21127319335938,-114.56363677978516,162.38612365722656,54.930999755859375,-167.99664306640625,-128.8605194091797,-57.57273483276367,75.43106079101562,52.90761184692383,-86.06169891357422,25.63215446472168,-43.489871978759766,67.2752914428711,81.53404998779297,-148.06573486328125,93.75743103027344,-39.8472785949707,40.86098861694336,-59.77449035644531,-150.9041748046875,110.63935089111328,-53.91382598876953,-119.90090942382812,-71.47319030761719,-79.19039154052734,99.00703430175781,-131.09698486328125,102.5082015991211,33.587745666503906,221.0811767578125,6.737379550933838,157.67977905273438,71.24266052246094,-69.78984832763672,-52.61581802368164,-6.315256595611572,-1.094879388809204,19.098495483398438,-82.1193618774414,-24.078184127807617,22.633668899536133,247.3872528076172,-135.5349884033203,9.853291511535645,10.337141036987305,98.31843566894531,97.97749328613281,48.43465042114258,-118.5199203491211,0.03413891069492729,0.000700908377256925,0.000224290680722216,0.00921460879967104,0.000140181675451385,0.0007382901573772943,0.00020559979066203134,0.009102463459309932,0.000140181675451385,0.00019625434563193899,0.00012149078539120034,0.00019625434563193899,0.00028036335090277,0.000112145340361108,0.00012149078539120034,0.00013083623042129267,0.00023363612575230832,0.0069343202123285114,0.00034578146611341634,0.007579155919404882,0.0006822174871967404,0.006719374976636387,0.000420545026354155,0.007616537699525252,0.0004579268064745243,0.004560577174685059,0.0036821053418563793,0.004261522933722104,0.005149340211580876,0.004411050054203581,0.0032802512055624088,0.004831595080557736,0.00492504953085866,0.010317371313221935,0.0008784718328286793,0.011008934245448769,0.000869126387798587,0.0110930432507196,0.0007663264924675713,0.010952861575268215,0.000756981047437479,0.00029905424096295465,0.000140181675451385,0.00013083623042129267,0.000168218010541662,0.000224290680722216,0.00020559979066203134,0.00018690890060184666,0.00020559979066203134,0.004588613509775336,0.0021681432469814214,0.004177413928451273,0.0027101790587267765,0.004625995289895705,0.002224215917161975,0.003990505027849426,0.0028036335090277,0.7871201076595268,0.015532129640013458
